46.31.104.252;197075;ACTIVENETWORK;Active Network S.p.A. Active Network S.p.A. 
130.117.51.81;-2;unknown;unknown
154.54.74.73;-2;unknown;unknown
172.25.152.58;-1;private;private
212.84.40.98;15533;IE-HOST365-20110906;Sungard Availability Services (Ireland) Ltd. Profile Park 
78.110.232.1;43566;TYNTECNET;INFRA-AW tyntec network 
149.6.32.29;-2;unknown;unknown
195.2.24.241;1273;CW-CWINTERN-NET;Cable & Wireless Cable & Wireless Austria Netblock 
62.115.143.88;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
141.136.111.217;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
212.87.132.140;20677;DE-IMOS-981214;imos GmbH imos 
193.110.12.101;-2;SOL-IX;Liden Data Internetwork AB SOL-IX Sweden 
213.204.176.1;2119;INVID;Invid, Vasteras Internetconnection Tiscali AB Telenor Sverige AB 
129.250.3.84;-2;unknown;unknown
195.22.24.33;8426;ESOTERICA;VIA NET.WORKS Portugal - Tecnologias de Informa,cao, SA (formerly Esoterica, SA) Lisboa, Portugal Clara.net Portugal Lisboa, Portugal Clara.net Portugal Lisboa, Portugal 
94.141.0.77;5602;KPNQWEST-IT;KPNQwest Italia Network Milano - Italy KPNQwest Italia S.p.a. netblock 
195.110.107.3;39729;IT-DADA-970904;Dada S.p.a. Register.IT S.p.A. Internet Service Provider 
87.79.17.165;8422;NETCOLOGNE;NetCologne Infrastructure Am Coloneum 9 D-50829 Koeln NetCologne PA space 
94.104.254.129;47377;BE-MOBISTAR-20080620;Mobistar SA AS47377 IPv4 Network 
154.54.24.222;-2;unknown;unknown
94.104.8.58;47377;BE-MOBISTAR-20080620;Mobistar SA AS47377 IPv4 Network 
62.115.143.210;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
212.79.48.2;20783;DE-POP-I-19981102;pop-interactive GmbH POP-HH.NET 
193.251.240.142;5511;OPENTRANSIT-BACKBONE;France Telecom Long Distance 61, rue des Archives, 75003 Paris France Telecom OPENTRANSIT 
83.145.255.186;29422;NBL-BACKBONE;Backbone infra FI-NBLNETWORKS-20040202 
129.250.66.17;-2;unknown;unknown
72.52.92.69;-2;unknown;unknown
80.231.158.5;6453;Lisbon-PV9-TATAC;Customers access -30 and BB internal use TATA Communications 
62.214.104.101;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
154.25.8.217;-2;unknown;unknown
84.20.131.22;29422;LOOPBACK-NET4;Loopback Oy, Fourth loop Nebula Oy 
62.214.104.105;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
87.238.190.1;39257;INTERACTIVE-CLOUDCOMPUTINGCUSTOMERS;Interactive Network Communications Interactive Network Communications GmbH 
149.6.118.13;-2;unknown;unknown
154.25.1.249;-2;unknown;unknown
217.29.66.125;16004;MIX-Peering;Milan Internet eXchange MIX-PEERING Milan (Italy) interconnection point 
130.117.48.182;-2;unknown;unknown
83.141.5.105;29551;AIXIT-BACKBONE-NET;Aixit GmbH Backbone DE-HGC-20040908 
82.195.67.213;8365;DE-MANDA-INFRA-V4-01;MANDA Infrastructure MANDA 
154.25.1.245;-2;unknown;unknown
62.115.113.150;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
154.54.58.137;-2;unknown;unknown
10.200.1.25;-1;private;private
212.74.86.131;-2;COLT-BB-CORE;CORE-019 
82.195.78.29;8365;DE-MANDA-CUST-TRANSFER-V4-01;MANDA Customer Transfer Networks MANDA 
217.13.49.29;31221;FR-EUCLYDE-20021128;euclyde Euclyde Hosting 
185.22.223.29;60955;WAVECON-NET-1;Wavecon GmbH Routing WAVECON-NET-1 
130.244.64.71;1257;SE-SWIPNET-19940728;Swipnet backbone SWIPNET In case of improper use originating from our network, please mail customer or abuse@swip.net 
146.0.41.41;24961;DE-FASTIT-201100707;myLoc managed IT AG DE-MYLOC-146-0-32-0---slash-20 
81.92.175.217;21385;TN-TNIB-TRANSFER;Trusted Network GmbH Max-Planck-Str. 1 85716 Unterschleissheim Trusted Network GmbH 
154.54.28.34;-2;unknown;unknown
89.149.186.201;3257;NACNET-EU;Tinet Spa Tinet SpA 
154.25.2.137;-2;unknown;unknown
89.149.186.5;3257;NACNET-EU;Tinet Spa Tinet SpA 
80.87.211.17;35328;DSIDATA-WAN;INF, SK P2P DSiData SK 
141.136.105.217;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
195.66.224.21;5459;LINX-PEER-LON1;London Internet Exchange (LINX) Primary Peering LAN in London UK-LINX-1 
130.117.50.77;-2;unknown;unknown
151.6.6.61;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
5.83.128.177;12586;DE-ROOTSERVER-01;TopColo.de - Germany - FFM4 Germany IP Routing via Top-Colo.de 
213.155.130.22;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
81.92.175.73;21385;TN-TNIB-TRANSFER;Trusted Network GmbH Max-Planck-Str. 1 85716 Unterschleissheim Trusted Network GmbH 
83.167.60.192;8218;FR-NEOT-20040615;Neo Telecoms S.A.S. Neo Telecoms 
217.7.125.44;3320;IC3S-INFORMATION-NET;IC3S Information Deutsche Telekom AG, Internet service provider 
178.33.100.234;16276;OVH;OVH SAS Network infrastructure http OVH ISP Paris, France 
10.15.0.1;-1;private;private
62.115.136.203;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
185.48.116.3;51862;PROFITBRICKS-MANAGEMENT-FRA1;ProfitBricks Management Frankfurt 1 PROFITBRICKS-ROUTE 
89.149.180.121;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
213.192.238.57;12541;ES-BTTEL-20020523;BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA BT IGS Allocated block 3 
80.231.139.1;6453;Highbridge-SV8-TATAC;Customers access -30 and BB internal use TATA Communications 
80.249.209.150;1200;NL-AMSIX-20120830;Amsterdam Internet Exchange B.V. AMS-IX5 
89.149.180.125;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
154.54.44.137;-2;unknown;unknown
166.49.237.81;5400;BT-IGNITE-GLOBAL-BACKBONE;Communications Networking Services 81 Newgate Street London EC1A 7AJ BT Global Networks 
62.154.15.10;3320;DTAG-BB16;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
72.52.92.242;-2;unknown;unknown
46.16.220.114;15943;IC3S-NET-ISP-RZ5;ic3s ISP Services Netzwork IC3S Information, Computer und Solartechnik AG 
213.155.134.129;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
62.214.106.89;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
130.117.48.114;-2;unknown;unknown
72.52.92.122;-2;unknown;unknown
62.115.138.124;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
80.157.129.250;3320;DTAG-TRANSIT15;Deutsche Telekom AG for IP-Transit Deutsche Telekom AG, Internet service provider 
194.29.225.133;20647;IPB-P2P-LOOP;I/P/B/ Internet Provider in Berlin GmbH IPB-PA-1 
213.161.2.218;3212;SIBONE;Triera Internet Broadband Network Services Triera Internet Broadband Network Services http 
129.250.4.162;-2;unknown;unknown
195.245.142.162;9186;PT-ONITELECOM-19990318;ONITELECOM - INFOCOMUNICACOES, S.A. Provider Local Registry ONITELECOM IP Address 
62.115.137.43;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
46.33.94.237;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet 
46.33.84.54;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet 
172.22.0.1;-1;private;private
178.19.210.241;50324;orco-ten-9-2;GSG Asset GmbH & Co Verwaltungs KG ORCO-PA-01 
154.54.42.97;-2;unknown;unknown
141.136.105.102;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
130.149.58.129;680;TUB;TU Berlin, campus network TUB TUB 
81.52.6.2;-2;VPN-BACKBONE;Orange OLNC IBNF 
62.214.106.74;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
154.54.5.114;-2;unknown;unknown
62.154.14.130;3320;DTAG-BB16;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
212.80.190.2;12541;ES-BTTEL-19990707;BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA Cable & Wireless Europe assigned internal use 
62.214.106.70;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
154.54.30.41;-2;unknown;unknown
62.214.33.229;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
185.5.109.174;34177;CELESTE-8;CELESTE internet services provider CELESTE Network #6 
213.155.135.145;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.155.135.147;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
185.5.109.8;34177;CELESTE-8;CELESTE internet services provider CELESTE Network #6 
213.155.135.149;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.155.130.75;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
80.91.249.96;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
89.149.185.101;3257;NACNET-EU;Tinet Spa Tinet SpA 
212.77.162.209;12611;R-KOM-NET-AS12611;R-KOM GmbH & Co KG Greflinger Strasse 26 93055 Regensburg R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG 
141.136.109.89;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
213.183.192.30;15368;INTARES-LAN;Intares GmbH INTARES-RO-01 
195.245.240.187;-2;NETNOD-GIGE-STH-A;NETNOD Internet Exchange i Sverige AB Peering mesh Stockholm-A GigE $Id 
130.117.3.161;-2;unknown;unknown
83.141.0.254;29551;HG-TN-1;Aixit GmbH DE-HGC-20040908 
178.32.135.164;16276;OVH;OVH SAS CDN infrastructures http OVH ISP 
130.117.49.37;-2;unknown;unknown
185.11.252.65;61303;DE-NETWAYS-20121130;NETWAYS GmbH NETWAYS GmbH 
184.105.222.49;-2;unknown;unknown
62.176.112.137;8866;BG-BTC-20000620;Bulgarian Telecommunications Company Plc. BTC 
130.117.49.57;-2;unknown;unknown
185.51.176.254;61984;RESEAUCONCEPT;Hosting RESEAUCONCEPT 
185.24.116.254;62290;TS-NET-1;Tecnoservizi S.a.s. Via Chiesa Sud, 134 I - 41016 Novi di Modena MO TECNOSERVIZI S.r.l. netblock 
213.255.14.74;8968;ALBAN1;Albacom BB infrastructure - AlbaIP BT Italia (formerly Albacom) 
89.207.56.233;41073;IE-RTE-IPV4-NETBLK1;RTE Radio Telefis Eireann -- rte.ie 
212.112.161.105;12552;CUSTOMER-IPLINKS;IP-Only IP-ONLY 
81.30.1.129;16191;IT-ICANET-SERVICE-INFRASTRUCTURE;ICA-NET SRL PROVIDER Local Registry ICA-NET S.r.l. - ISP and WISP 
129.250.2.146;-2;unknown;unknown
81.180.99.1;25409;SC-ALSYS-DATA-SRL;Alsys Data SRL, Drumul Sarii 88B, Bucharest Alsys Data SRL Bucharest, Romania, Drumul Sarii Street 88B 
10.150.0.85;-1;private;private
178.32.135.78;16276;OVH;OVH SAS CDN infrastructures http OVH ISP 
129.250.2.149;-2;unknown;unknown
80.91.251.243;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
194.25.6.62;3320;DTAG-BB8;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
