198.27.73.166;16276;OVH OVH SAS,FR
198.27.73.164;16276;OVH OVH SAS,FR
62.40.124.192;21320;GEANT_IAS_VRF GEANT Limited,EU
193.252.137.70;-2;unknown
213.155.135.133;1299;TELIANET TeliaSonera AB,SE
89.149.184.69;3257;TINET-BACKBONE Tinet SpA,DE
213.155.135.135;1299;TELIANET TeliaSonera AB,SE
195.154.1.3;12876;AS12876 ONLINE S.A.S.,FR
77.233.240.50;31027;NIANET-AS Nianet A/S,DK
172.24.1.254;-1;private
85.91.2.200;34245;MAGNET-AS Magnet Networks Limited,IE
193.251.252.253;5511;OPENTRANSIT-BACKBONE
37.26.226.35;15695;EXPEREO Expereo International BV,NL
213.155.134.77;1299;TELIANET TeliaSonera AB,SE
92.61.196.1;44384;CROSSAN Crossan Cablecomm Ltd,IE
89.149.129.190;3257;TINET-BACKBONE Tinet SpA,DE
184.105.213.229;6939;HURRICANE - Hurricane Electric, Inc.,US
89.149.129.194;3257;TINET-BACKBONE Tinet SpA,DE
192.168.24.7;-1;private
195.42.144.104;44729;EE-Paris
109.105.98.10;2603;NORDUNET NORDUnet,NO
141.136.109.17;3257;TINET-BACKBONE Tinet SpA,DE
217.198.77.131;48220;FE-AS Fouredge AB,SE
77.233.240.54;31027;NIANET-AS Nianet A/S,DK
154.54.38.209;174;COGENT-174 - Cogent Communications,US
85.115.3.145;12843;TELEMAXX TelemaxX Telekommunikation GmbH,DE
89.149.185.6;3257;TINET-BACKBONE Tinet SpA,DE
130.149.126.77;680;DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
62.115.113.162;1299;TELIANET TeliaSonera AB,SE
62.40.125.180;21320;GEANT_IAS_VRF GEANT Limited,EU
185.5.100.237;39702;SIT-AS S-IT Informationstechnologie Betreiber GmbH & Co. KG,DE
62.168.203.253;31055;CONSULTIX-AS Consultix GmbH,DE
141.136.105.98;3257;TINET-BACKBONE Tinet SpA,DE
213.155.131.52;1299;TELIANET TeliaSonera AB,SE
213.155.136.78;1299;TELIANET TeliaSonera AB,SE
81.19.109.213;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
94.127.224.12;48139;BOYENS Boyens Medienholding GmbH & Co. KG,DE
80.91.254.214;1299;TELIANET TeliaSonera AB,SE
217.71.111.169;13237;LAMBDANET-AS euNetworks Managed Services GmbH,DE
217.113.64.19;3491;BTN-ASN - Beyond The Network America, Inc.,US
62.115.137.43;1299;TELIANET TeliaSonera AB,SE
212.122.54.186;16097;HLKOMM HL komm Telekommunikations GmbH,DE
149.6.48.13;174;COGENT-174 - Cogent Communications,US
217.17.192.29;15725;IKS IKS Service GmbH,DE
91.223.40.11;197551;AMEOS Ameos SARL,FR
154.25.9.85;174;COGENT-174 - Cogent Communications,US
130.117.51.77;174;COGENT-174 - Cogent Communications,US
185.31.40.1;60362;ALWAYSDATA ALWAYSDATA SARL,FR
184.105.81.238;6939;HURRICANE - Hurricane Electric, Inc.,US
129.250.3.93;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
154.25.9.89;174;COGENT-174 - Cogent Communications,US
62.119.219.121;2119;TELENOR-NEXTEL Telenor Norge AS,NO
141.136.105.106;3257;TINET-BACKBONE Tinet SpA,DE
62.115.143.202;1299;TELIANET TeliaSonera AB,SE
80.78.80.1;34685;XOVO-AS X.OVO MediaNetworks GmbH,DE
212.84.34.17;199547;VOIX-AS Voix s.r.l.,IT
212.79.9.201;20783;POP pop-interactive GmbH,DE
62.115.143.165;1299;TELIANET TeliaSonera AB,SE
217.239.39.14;3320;DTAG Deutsche Telekom AG,DE
62.115.143.163;1299;TELIANET TeliaSonera AB,SE
10.200.0.254;-1;private
213.140.214.14;35432;WAVESPEED-AS WAVESPEED LTD,CY
62.78.111.148;16086;DNA DNA Oy,FI
83.145.255.194;29422;NBLNETWORKS-AS Nebula Oy,FI
72.52.92.45;6939;HURRICANE - Hurricane Electric, Inc.,US
154.54.36.226;174;COGENT-174 - Cogent Communications,US
212.123.127.242;15598;QSC-AG-IPX QSC AG,DE
212.77.162.122;12611;RKOM R-KOM Regensburger Telekommunikations GmbH & Co. KG,DE
151.6.2.13;1267;ASN-WIND Wind Telecomunicazioni SpA,IT
192.121.80.162;-2;unknown
62.58.253.193;13127;VERSATEL Tele 2 Nederland B.V.,NL
62.214.110.49;8881;VERSATEL Versatel Deutschland GmbH,DE
146.172.105.62;2119;TELENOR-NEXTEL Telenor Norge AS,NO
193.169.198.70;15669;BIX-BG Bulgarian Internet eXchange (BIX.BG ltd.),BG
172.22.1.127;-1;private
62.40.98.109;21320;GEANT_IAS_VRF GEANT Limited,EU
195.154.1.112;12876;AS12876 ONLINE S.A.S.,FR
212.74.86.127;-2;unknown
172.22.0.1;-1;private
213.155.135.137;1299;TELIANET TeliaSonera AB,SE
62.115.134.69;1299;TELIANET TeliaSonera AB,SE
80.87.211.9;35328;SK-DSIDATA DSi DATA s.r.o.,SK
90.147.80.82;137;ASGARR Consortium GARR,IT
80.87.211.5;35328;SK-DSIDATA DSi DATA s.r.o.,SK
109.68.160.13;39923;AS-UNIXSOLUTIONS Unix-Solutions BVBA,BE
62.240.250.126;8426;CLARANET-AS ClaraNET LTD,GB
193.149.1.113;6895;ESPANIX ASOCIACION ESPANIX,ES
192.167.209.1;137;ASGARR Consortium GARR,IT
212.79.49.140;20783;POP pop-interactive GmbH,DE
213.224.247.106;6848;TELENET-AS Telenet N.V.,BE
212.79.49.142;20783;POP pop-interactive GmbH,DE
194.141.221.254;6802;UNICOM-B-AS Bulgarian Research and Education Network Association (BREN),BG
80.70.176.2;34372;VEGASYSTEMS-AS VegaSystems GmbH & Co. KG,DE
62.214.110.189;8881;VERSATEL Versatel Deutschland GmbH,DE
154.25.1.113;174;COGENT-174 - Cogent Communications,US
62.115.116.87;1299;TELIANET TeliaSonera AB,SE
184.105.223.233;6939;HURRICANE - Hurricane Electric, Inc.,US
178.132.80.97;57344;TELEHOUSE-AS Telehouse EAD,BG
37.49.232.13;57734;FRANCEIX France IX Services SASU,FR
80.247.227.254;15826;NFRANCE NFrance Conseil S.A.S.,FR
141.136.107.66;3257;TINET-BACKBONE Tinet SpA,DE
5.104.16.17;198977;UNART UnArtel s.r.o.,CZ
141.136.97.225;3257;TINET-BACKBONE Tinet SpA,DE
90.147.80.109;137;ASGARR Consortium GARR,IT
10.137.205.225;-1;private
129.250.3.189;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
77.232.232.129;42102;ASN-LRNC L&R Network Consulting,DE
91.213.211.118;-2;unknown
193.251.129.84;5511;OPENTRANSIT-BACKBONE
137.164.26.246;2153;CSUNET-NE - California State University, Office of the Chancellor,US
89.106.218.229;39702;SIT-AS S-IT Informationstechnologie Betreiber GmbH & Co. KG,DE
62.154.14.210;3320;DTAG Deutsche Telekom AG,DE
130.244.3.0;1257;TELE2,SE
10.255.49.102;-1;private
37.25.57.3;57642;ADENCF-AS FIGARO CLASSIFIEDS S.A.,FR
62.154.14.218;3320;DTAG Deutsche Telekom AG,DE
198.71.45.6;11537;ABILENE - Internet2,US
141.136.107.154;3257;TINET-BACKBONE Tinet SpA,DE
62.214.106.93;8881;VERSATEL Versatel Deutschland GmbH,DE
62.214.34.161;8881;VERSATEL Versatel Deutschland GmbH,DE
62.214.106.97;8881;VERSATEL Versatel Deutschland GmbH,DE
62.115.134.65;1299;TELIANET TeliaSonera AB,SE
62.115.116.90;1299;TELIANET TeliaSonera AB,SE
62.115.12.45;1299;TELIANET TeliaSonera AB,SE
83.167.55.12;8218;NEO-ASN Neo Telecoms S.A.S.,FR
62.115.116.94;1299;TELIANET TeliaSonera AB,SE
213.255.14.74;8968;BT-ITALIA BT Italia S.p.A.,IT
129.250.5.40;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
212.113.66.5;9166;CEGEKA-HASSELT Cegeka NV,BE
62.115.134.67;1299;TELIANET TeliaSonera AB,SE
62.245.130.205;8767;MNET-AS M-net Telekommunikations GmbH, Germany,DE
217.174.157.31;-2;unknown
37.49.236.10;57734;FRANCEIX France IX Services SASU,FR
154.25.4.21;174;COGENT-174 - Cogent Communications,US
10.97.240.102;-1;private
151.6.2.54;1267;ASN-WIND Wind Telecomunicazioni SpA,IT
195.113.235.99;2852;CESNET2 CESNET z.s.p.o.,CZ
154.54.30.185;174;COGENT-174 - Cogent Communications,US
80.91.247.127;1299;TELIANET TeliaSonera AB,SE
89.106.240.113;31669;ITSS-AS Riffle Media BVBA,BE
80.77.16.73;34549;MEER-AS meerfarbig GmbH & Co. KG,DE
81.20.64.249;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
77.232.240.1;42102;ASN-LRNC L&R Network Consulting,DE
147.229.253.180;197451;VUTBR-AS Brno University of Technology,CZ
89.149.185.89;3257;TINET-BACKBONE Tinet SpA,DE
94.141.0.77;5602;KPNQwest Italia S.p.a,IT
184.105.81.77;6939;HURRICANE - Hurricane Electric, Inc.,US
212.79.48.2;20783;POP pop-interactive GmbH,DE
130.117.49.137;174;COGENT-174 - Cogent Communications,US
154.54.77.246;174;COGENT-174 - Cogent Communications,US
198.71.45.13;11537;ABILENE - Internet2,US
154.25.3.10;174;COGENT-174 - Cogent Communications,US
86.50.160.0;1741;FUNETAS CSC - Tieteen tietotekniikan keskus Oy,FI
5.22.150.89;196763;KEY-SYSTEMS-AS Key-Systems GmbH,DE
213.155.130.127;1299;TELIANET TeliaSonera AB,SE
213.155.130.125;1299;TELIANET TeliaSonera AB,SE
213.255.14.65;8968;BT-ITALIA BT Italia S.p.A.,IT
130.149.58.129;680;DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
10.200.1.25;-1;private
130.117.2.65;174;COGENT-174 - Cogent Communications,US
195.2.25.69;1273;CW Cable and Wireless Worldwide plc,GB
154.54.39.17;174;COGENT-174 - Cogent Communications,US
184.105.80.129;6939;HURRICANE - Hurricane Electric, Inc.,US
212.80.160.149;12541;BTESPANA BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA,ES
213.155.130.75;1299;TELIANET TeliaSonera AB,SE
89.149.185.66;3257;TINET-BACKBONE Tinet SpA,DE
80.91.248.254;1299;TELIANET TeliaSonera AB,SE
154.54.31.189;174;COGENT-174 - Cogent Communications,US
91.109.120.3;58308;CUSAE-AS Cusae SARL,FR
129.250.2.158;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
193.242.111.69;2128;INEX Internet Neutral Exchange Association Limited,IE
85.88.20.59;33984;SURFPLANET-AS Surfplanet GmbH,DE
91.109.120.4;58308;CUSAE-AS Cusae SARL,FR
62.115.113.160;1299;TELIANET TeliaSonera AB,SE
87.236.193.2;35592;COOLHOUSING-AS COOLHOUSING Autonomous System,CZ
46.28.107.1;197019;WEDOS WEDOS Internet, a.s.,CZ
178.16.212.58;50989;SITABINFRA-NORDIC-AS SITAB Infrastruktur,NO
77.94.160.54;8641;NAUKANET-AS LLC _Nauka-Svyaz_,RU
198.27.73.30;16276;OVH OVH SAS,FR
62.115.115.231;1299;TELIANET TeliaSonera AB,SE
129.250.2.4;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
80.10.124.143;-2;unknown
89.149.185.2;3257;TINET-BACKBONE Tinet SpA,DE
130.152.181.189;226;LOS-NETTOS-AS - Los Nettos,US
149.6.134.205;174;COGENT-174 - Cogent Communications,US
185.66.148.253;12644;TELEMACH Telemach Communication Services d.o.o.,SI
62.154.10.129;3320;DTAG Deutsche Telekom AG,DE
213.155.135.7;1299;TELIANET TeliaSonera AB,SE
195.88.109.2;57407;CKSOFT CK Software GmbH,DE
46.31.104.114;197075;ACTIVENETWORK-AS Active Network S.p.A.,IT
129.250.4.96;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
130.206.245.2;766;REDIRIS Entidad Publica Empresarial Red.es,ES
78.152.34.29;5580;HIBERNIA Hibernia Networks (Netherlands) BV,NL
172.25.71.165;-1;private
78.136.109.169;29119;SERVIHOSTING-AS ServiHosting Networks S.L.,ES
213.161.11.65;3212;TRIERA TRIERA,SI
94.124.104.69;42000;KAORA Kaora, s.r.o.,CZ
149.6.152.149;174;COGENT-174 - Cogent Communications,US
88.200.2.46;2107;ARNES-NET ARNES,SI
185.48.116.33;51862;PROFITBRICKS-AS Profitbricks GmbH,DE
130.117.50.134;174;COGENT-174 - Cogent Communications,US
194.177.44.136;30889;WAYCOM-AS Waycom International SARL,DE
80.81.192.172;6695;DE-CIX-FRA-IXP
130.117.51.41;174;COGENT-174 - Cogent Communications,US
185.14.129.1;199441;AS1-COSIUM Cosium sarl,FR
194.113.216.25;30962;COMTRANCE-AS comtrance GmbH,DE
84.233.218.186;8928;INTEROUTE Interoute Communications Limited,GB
184.105.81.49;6939;HURRICANE - Hurricane Electric, Inc.,US
130.117.49.57;174;COGENT-174 - Cogent Communications,US
83.141.1.201;29551;HGCOMP-ASN Aixit GmbH,DE
141.136.109.65;3257;TINET-BACKBONE Tinet SpA,DE
80.255.15.205;201011;NETZBETRIEB-GMBH AS33891 Netzbetrieb GmbH,DE
10.210.80.2;-1;private
10.10.10.254;-1;private
62.80.99.5;13237;LAMBDANET-AS euNetworks Managed Services GmbH,DE
85.31.195.205;30781;JAGUAR-AS Jaguar Network SAS,FR
184.105.222.137;6939;HURRICANE - Hurricane Electric, Inc.,US
151.6.2.50;1267;ASN-WIND Wind Telecomunicazioni SpA,IT
130.117.49.78;174;COGENT-174 - Cogent Communications,US
194.199.241.1;2200;FR-RENATER Reseau National de telecommunications pour la Technologie,FR
141.136.105.65;3257;TINET-BACKBONE Tinet SpA,DE
184.105.222.138;6939;HURRICANE - Hurricane Electric, Inc.,US
80.70.190.2;34372;VEGASYSTEMS-AS VegaSystems GmbH & Co. KG,DE
31.24.168.1;197729;TWENTYONE-CLOUD 21Cloud GmbH,DE
78.5.223.137;8968;BT-ITALIA BT Italia S.p.A.,IT
80.70.190.1;34372;VEGASYSTEMS-AS VegaSystems GmbH & Co. KG,DE
109.105.97.127;2603;NORDUNET NORDUnet,NO
84.46.112.197;15943;WTNET-AS wilhelm.tel GmbH,DE
62.81.76.201;6739;ONO-AS VODAFONE ONO, S.A.,ES
193.203.0.185;1120;ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange,EU
93.190.67.25;47215;FILOO-ASN filoo GmbH Autonomous System,DE
62.115.134.187;1299;TELIANET TeliaSonera AB,SE
193.251.133.9;5511;OPENTRANSIT-BACKBONE
154.54.5.82;174;COGENT-174 - Cogent Communications,US
62.214.110.181;8881;VERSATEL Versatel Deutschland GmbH,DE
80.188.119.198;5610;O2-CZECH-REPUBLIC O2 Czech Republic, a.s.,CZ
185.17.116.3;38952;MAFRA-CZ-AS MAFRA, a.s.,CZ
217.78.199.124;16086;DNA DNA Oy,FI
212.123.123.225;15598;QSC-AG-IPX QSC AG,DE
193.107.56.126;50535;EUSKILL-AS Euskill SARL,FR
82.98.102.2;12306;PLUSLINE Plus.Line AG,DE
193.252.159.58;-2;unknown
154.54.3.93;174;COGENT-174 - Cogent Communications,US
10.128.0.1;-1;private
213.161.2.3;3212;TRIERA TRIERA,SI
129.250.4.37;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
91.185.198.1;41828;TUSMOBIL TUSMOBIL D.O.O.,SI
141.136.111.21;3257;TINET-BACKBONE Tinet SpA,DE
178.249.80.2;21161;ASN-BECHTLE Bechtle AG,DE
78.111.70.53;33984;SURFPLANET-AS Surfplanet GmbH,DE
198.27.73.194;16276;OVH OVH SAS,FR
10.0.12.10;-1;private
217.19.158.225;28716;RETELIT-AS Reti Telematiche Italiane S.p.A. (Retelit S.p.A.),IT
62.214.106.57;8881;VERSATEL Versatel Deutschland GmbH,DE
149.6.32.41;174;COGENT-174 - Cogent Communications,US
62.214.106.53;8881;VERSATEL Versatel Deutschland GmbH,DE
62.115.140.211;1299;TELIANET TeliaSonera AB,SE
62.115.138.173;1299;TELIANET TeliaSonera AB,SE
89.184.134.58;39642;DK-ESS-AS Stofa A/S,DK
149.6.32.49;174;COGENT-174 - Cogent Communications,US
62.115.138.175;1299;TELIANET TeliaSonera AB,SE
129.250.5.12;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
193.242.98.130;13041;CESCA-AC Consorci de Serveis Universitaris de Catalunya,ES
130.117.1.221;174;COGENT-174 - Cogent Communications,US
89.149.183.146;3257;TINET-BACKBONE Tinet SpA,DE
146.172.82.89;2119;TELENOR-NEXTEL Telenor Norge AS,NO
62.115.113.170;1299;TELIANET TeliaSonera AB,SE
80.94.64.133;5580;HIBERNIA Hibernia Networks (Netherlands) BV,NL
195.22.9.174;8426;CLARANET-AS ClaraNET LTD,GB
62.40.98.48;21320;GEANT_IAS_VRF GEANT Limited,EU
89.149.186.141;3257;TINET-BACKBONE Tinet SpA,DE
195.110.107.3;39729;REGISTER-AS Register.IT S.p.A.,IT
149.6.32.13;174;COGENT-174 - Cogent Communications,US
84.46.112.58;15943;WTNET-AS wilhelm.tel GmbH,DE
78.110.224.66;43566;TYNTEC TynTec GmbH,DE
184.105.223.165;6939;HURRICANE - Hurricane Electric, Inc.,US
46.28.104.10;197019;WEDOS WEDOS Internet, a.s.,CZ
154.54.42.97;174;COGENT-174 - Cogent Communications,US
154.54.30.13;174;COGENT-174 - Cogent Communications,US
81.52.63.246;-2;unknown
213.148.139.113;20676;QSC-1 QSC AG,DE
141.255.254.1;2107;ARNES-NET ARNES,SI
212.74.74.17;-2;unknown
172.16.0.2;-1;private
80.87.211.37;35328;SK-DSIDATA DSi DATA s.r.o.,SK
82.112.101.73;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
10.96.6.10;-1;private
81.201.48.154;8251;NFX_ZSPO FreeTel, s.r.o.,CZ
195.43.160.213;5602;KPNQwest Italia S.p.a,IT
213.155.135.225;1299;TELIANET TeliaSonera AB,SE
213.155.135.227;1299;TELIANET TeliaSonera AB,SE
62.115.143.194;1299;TELIANET TeliaSonera AB,SE
85.91.0.216;34245;MAGNET-AS Magnet Networks Limited,IE
62.214.110.185;8881;VERSATEL Versatel Deutschland GmbH,DE
84.39.111.241;48200;OPTEAMAX-AS Opteamax GmbH,DE
80.78.16.1;42732;OXIEPARABOLEN-AS Constellation Networks Teleport AS,SE
212.202.213.233;20676;QSC-1 QSC AG,DE
130.117.1.126;174;COGENT-174 - Cogent Communications,US
46.255.176.17;8218;NEO-ASN Neo Telecoms S.A.S.,FR
154.25.3.217;174;COGENT-174 - Cogent Communications,US
90.147.80.53;137;ASGARR Consortium GARR,IT
154.25.4.177;174;COGENT-174 - Cogent Communications,US
84.46.112.65;15943;WTNET-AS wilhelm.tel GmbH,DE
84.46.112.62;15943;WTNET-AS wilhelm.tel GmbH,DE
212.123.123.130;15598;QSC-AG-IPX QSC AG,DE
130.117.48.70;174;COGENT-174 - Cogent Communications,US
130.152.181.145;226;LOS-NETTOS-AS - Los Nettos,US
194.79.53.72;38952;MAFRA-CZ-AS MAFRA, a.s.,CZ
194.145.124.146;9182;COMSPACEAS COMSPACE GmbH & Co KG,DE
89.187.142.2;35592;COOLHOUSING-AS COOLHOUSING Autonomous System,CZ
141.136.108.46;3257;TINET-BACKBONE Tinet SpA,DE
80.231.138.22;6453;AS6453 - TATA COMMUNICATIONS (AMERICA) INC,US
94.228.191.85;34177;CELESTE-AS CELESTE - Internet services provider,FR
193.201.28.59;24796;NAMEX-IXP
80.87.217.249;35328;SK-DSIDATA DSi DATA s.r.o.,SK
185.32.189.254;62416;PTSERVIDOR SAMPLING LINE-SERVICOS E INTERNET, LDA,PT
80.190.172.124;15598;QSC-AG-IPX QSC AG,DE
154.54.29.201;174;COGENT-174 - Cogent Communications,US
109.110.244.2;35432;WAVESPEED-AS WAVESPEED LTD,CY
129.250.3.207;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
185.27.182.1;60664;X-ION x-ion GmbH,DE
93.176.95.159;31027;NIANET-AS Nianet A/S,DK
80.87.217.241;35328;SK-DSIDATA DSi DATA s.r.o.,SK
137.164.26.200;2153;CSUNET-NE - California State University, Office of the Chancellor,US
62.115.142.75;1299;TELIANET TeliaSonera AB,SE
62.115.142.73;1299;TELIANET TeliaSonera AB,SE
89.149.185.118;3257;TINET-BACKBONE Tinet SpA,DE
193.107.56.2;50535;EUSKILL-AS Euskill SARL,FR
212.63.130.113;8741;RATIOKONTAKT ratiokontakt GmbH,DE
94.155.94.252;9070;ITD _Coolbox_ AD,BG
194.62.23.1;48200;OPTEAMAX-AS Opteamax GmbH,DE
78.5.223.105;8968;BT-ITALIA BT Italia S.p.A.,IT
149.14.136.1;174;COGENT-174 - Cogent Communications,US
193.107.56.5;50535;EUSKILL-AS Euskill SARL,FR
193.159.167.73;3320;DTAG Deutsche Telekom AG,DE
80.231.158.30;6453;AS6453 - TATA COMMUNICATIONS (AMERICA) INC,US
93.190.151.147;25409;ALSYSDATA Alsys Net SRL,RO
212.74.85.227;-2;unknown
137.164.23.226;2152;CSUNET-NW - California State University, Office of the Chancellor,US
206.223.116.37;-2;unknown
185.31.3.1;34274;ELBMULTIMEDIA ELB MULTIMEDIA,FR
89.149.128.218;3257;TINET-BACKBONE Tinet SpA,DE
89.149.185.114;3257;TINET-BACKBONE Tinet SpA,DE
37.128.137.62;12835;INFOTN-AS Trentino Network S.r.l.,IT
82.195.67.213;8365;MANDA Man-da.de GmbH,DE
154.54.58.137;174;COGENT-174 - Cogent Communications,US
89.149.128.210;3257;TINET-BACKBONE Tinet SpA,DE
213.155.130.20;1299;TELIANET TeliaSonera AB,SE
213.155.130.22;1299;TELIANET TeliaSonera AB,SE
193.178.60.17;31337;ELEET-AS ELEET Networks,SE
10.15.0.1;-1;private
89.149.184.205;3257;TINET-BACKBONE Tinet SpA,DE
130.149.126.86;680;DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
151.6.2.94;1267;ASN-WIND Wind Telecomunicazioni SpA,IT
81.52.6.2;-2;unknown
130.149.126.89;680;DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
129.250.2.207;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
87.238.185.2;39257;INC Interactive Network Communications AS,DE
212.77.162.209;12611;RKOM R-KOM Regensburger Telekommunikations GmbH & Co. KG,DE
80.172.230.129;8426;CLARANET-AS ClaraNET LTD,GB
193.145.14.138;766;REDIRIS Entidad Publica Empresarial Red.es,ES
84.17.108.1;33940;WICHMANN-AS Wichmann Internet Services GmbH,DE
213.155.131.83;1299;TELIANET TeliaSonera AB,SE
88.80.0.65;33837;PRQ-AS PeRiQuito AB,SE
154.25.9.1;174;COGENT-174 - Cogent Communications,US
85.91.0.235;34245;MAGNET-AS Magnet Networks Limited,IE
62.115.116.70;1299;TELIANET TeliaSonera AB,SE
85.91.0.233;34245;MAGNET-AS Magnet Networks Limited,IE
193.188.137.175;-2;unknown
130.117.48.213;174;COGENT-174 - Cogent Communications,US
130.117.48.210;174;COGENT-174 - Cogent Communications,US
151.248.48.21;59547;SYNTIGO SYNTIGO S.A./N.V.,BE
46.31.42.65;44141;DEVCLIC-AS DEVCLIC SARL,FR
89.251.238.73;30892;T-SYSTEMS-ELTEC T-Systems ITC Iberia S.A.U.,ES
149.6.142.45;174;COGENT-174 - Cogent Communications,US
83.141.61.241;29551;HGCOMP-ASN Aixit GmbH,DE
192.168.1.4;-1;private
46.245.208.34;61194;ANOTHER9 Business Recovery Services Limited,IE
193.19.136.2;49866;LOOPBACK Loopback Oy,FI
95.141.47.254;49367;ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
154.54.44.141;174;COGENT-174 - Cogent Communications,US
146.172.99.210;2119;TELENOR-NEXTEL Telenor Norge AS,NO
141.136.107.230;3257;TINET-BACKBONE Tinet SpA,DE
80.190.191.109;15598;QSC-AG-IPX QSC AG,DE
62.240.250.202;8426;CLARANET-AS ClaraNET LTD,GB
62.115.138.29;1299;TELIANET TeliaSonera AB,SE
130.117.48.81;174;COGENT-174 - Cogent Communications,US
109.68.160.109;39923;AS-UNIXSOLUTIONS Unix-Solutions BVBA,BE
184.105.222.109;6939;HURRICANE - Hurricane Electric, Inc.,US
154.54.40.106;174;COGENT-174 - Cogent Communications,US
80.81.203.55;6695;DE-CIX-HH-IXP
89.185.58.66;8426;CLARANET-AS ClaraNET LTD,GB
195.2.10.90;1273;CW Cable and Wireless Worldwide plc,GB
10.123.74.202;-1;private
62.220.166.197;29518;BREDBAND2 Bredband2 AB,SE
63.223.13.86;3491;BTN-ASN - Beyond The Network America, Inc.,US
80.91.250.160;1299;TELIANET TeliaSonera AB,SE
178.19.223.90;50324;ORCO-GSG Hofnetz &IT Services GmbH,DE
195.2.9.121;1273;CW Cable and Wireless Worldwide plc,GB
154.54.31.89;174;COGENT-174 - Cogent Communications,US
109.74.148.213;29405;VNET-AS VNET a.s.,SK
206.24.139.17;1273;CW Cable and Wireless Worldwide plc,GB
129.250.4.151;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
213.204.179.65;2119;TELENOR-NEXTEL Telenor Norge AS,NO
85.91.7.194;34245;MAGNET-AS Magnet Networks Limited,IE
10.10.10.222;-1;private
87.238.191.1;39257;INC Interactive Network Communications AS,DE
89.184.134.56;39642;DK-ESS-AS Stofa A/S,DK
184.105.223.201;6939;HURRICANE - Hurricane Electric, Inc.,US
78.152.47.232;5580;HIBERNIA Hibernia Networks (Netherlands) BV,NL
154.54.36.222;174;COGENT-174 - Cogent Communications,US
192.168.1.1;-1;private
213.148.139.254;20676;QSC-1 QSC AG,DE
184.105.223.209;6939;HURRICANE - Hurricane Electric, Inc.,US
198.27.73.190;16276;OVH OVH SAS,FR
149.11.122.57;174;COGENT-174 - Cogent Communications,US
172.29.248.3;-1;private
194.9.117.51;9033;ECIX-BERLIN-LAN
154.54.25.90;174;COGENT-174 - Cogent Communications,US
84.91.0.193;13156;AS13156 Cabovisao, televisao por cabovisao, sa,PT
91.184.204.126;35432;WAVESPEED-AS WAVESPEED LTD,CY
129.250.4.62;2914;NTT-COMMUNICATIONS-2914 - NTT America, Inc.,US
193.200.182.193;42970;MEZCALITO MEZCALITO SARL,EU
154.54.42.165;174;COGENT-174 - Cogent Communications,US
154.54.56.174;174;COGENT-174 - Cogent Communications,US
81.255.42.190;3215;AS3215 Orange S.A.,FR
80.91.253.122;1299;TELIANET TeliaSonera AB,SE
89.149.186.122;3257;TINET-BACKBONE Tinet SpA,DE
192.168.0.2;-1;private
84.91.0.205;13156;AS13156 Cabovisao, televisao por cabovisao, sa,PT
62.115.116.88;1299;TELIANET TeliaSonera AB,SE
192.168.0.1;-1;private
192.168.2.1;-1;private
78.109.59.81;196763;KEY-SYSTEMS-AS Key-Systems GmbH,DE
130.117.1.217;174;COGENT-174 - Cogent Communications,US
195.137.191.77;35684;GROHNWALDT Uwe Grohnwaldt,DE
46.31.40.37;44141;DEVCLIC-AS DEVCLIC SARL,FR
46.31.40.34;44141;DEVCLIC-AS DEVCLIC SARL,FR
206.72.210.122;-2;unknown
151.6.165.72;1267;ASN-WIND Wind Telecomunicazioni SpA,IT
154.54.38.57;174;COGENT-174 - Cogent Communications,US
86.50.160.4;1741;FUNETAS CSC - Tieteen tietotekniikan keskus Oy,FI
193.168.50.30;34749;GLBASP-ASN GLOBAL SERVICE PROVIDER S.A.,FR
89.149.181.238;3257;TINET-BACKBONE Tinet SpA,DE
154.54.39.153;174;COGENT-174 - Cogent Communications,US
154.54.39.150;174;COGENT-174 - Cogent Communications,US
154.25.6.217;174;COGENT-174 - Cogent Communications,US
217.19.158.93;28716;RETELIT-AS Reti Telematiche Italiane S.p.A. (Retelit S.p.A.),IT
